36 -0.5 0.5 0.5 1.5 1.5 2.5 2.5 3.5 3.5 4.5 4.5 5.5 
-0.5 0.00350881 0.00350881 0.0164245 0.0164245 0.0171532 0.0171532 0.0257896 0.0257896 0.0332467 0.0332467 0.00502395 0.00502395
0.5 0.00350881 0.00350881 0.0164245 0.0164245 0.0171532 0.0171532 0.0257896 0.0257896 0.0332467 0.0332467 0.00502395 0.00502395
0.5 0.0164245 0.0164245 0.0183041 0.0183041 1.91912e-05 1.91912e-05 0.0677202 0.0677202 0.146538 0.146538 0.0332467 0.0332467
1.5 0.0164245 0.0164245 0.0183041 0.0183041 1.91912e-05 1.91912e-05 0.0677202 0.0677202 0.146538 0.146538 0.0332467 0.0332467
1.5 0.0171532 0.0171532 1.91912e-05 1.91912e-05 -0.0080898 -0.0080898 0.0140081 0.0140081 0.0677202 0.0677202 0.0257896 0.0257896
2.5 0.0171532 0.0171532 1.91912e-05 1.91912e-05 -0.0080898 -0.0080898 0.0140081 0.0140081 0.0677202 0.0677202 0.0257896 0.0257896
2.5 0.0257896 0.0257896 0.0677202 0.0677202 0.0140081 0.0140081 -0.0080898 -0.0080898 1.91912e-05 1.91912e-05 0.0171532 0.0171532
3.5 0.0257896 0.0257896 0.0677202 0.0677202 0.0140081 0.0140081 -0.0080898 -0.0080898 1.91912e-05 1.91912e-05 0.0171532 0.0171532
3.5 0.0332467 0.0332467 0.146538 0.146538 0.0677202 0.0677202 1.91912e-05 1.91912e-05 0.0183041 0.0183041 0.0164245 0.0164245
4.5 0.0332467 0.0332467 0.146538 0.146538 0.0677202 0.0677202 1.91912e-05 1.91912e-05 0.0183041 0.0183041 0.0164245 0.0164245
4.5 0.00502395 0.00502395 0.0332467 0.0332467 0.0257896 0.0257896 0.0171532 0.0171532 0.0164245 0.0164245 0.00350881 0.00350881
5.5 0.00502395 0.00502395 0.0332467 0.0332467 0.0257896 0.0257896 0.0171532 0.0171532 0.0164245 0.0164245 0.00350881 0.00350881

